schl_nr,buchseite,feld,wert_parser,wert_qwen,wert_mistral,status_parser,einig,korrektur,beleg,grund
02224,243,verweis_auf,Baumblüte,Baumblüte,,unsicher,eines,,,Namenskette unvollständig gelesen
02269,248,lemma,Norbertstraße,Norbertstraße,Norbertstraße,unsicher,keines,,,Datum: Komma nach Tag
02269,248,stadtteile,Bredeney; Rüttenscheid,Bredeneey; Rüttenscheid,Bredeney; Rüttenscheid,unsicher,eines,,,Datum: Komma nach Tag
02269,248,strassenklasse,Landstraße; Hauptstraße,Landstraße; Hauptstraße,Landstraße; Hauptstraße,unsicher,keines,,,Datum: Komma nach Tag
02269,248,namensgruppe,Männlicher Vorname,Männlicher Vorname,Männlicher Vorname,unsicher,keines,,,Datum: Komma nach Tag
02269,248,verweis_auf,,,,unsicher,keines,,,Datum: Komma nach Tag
02269,248,stadium_1_datum,1897-09-06,1897-09-06,1897-09-06,unsicher,keines,,,Datum: Komma nach Tag
02269,248,stadium_1_name,Nikolausstraße,Nikolausstraße,Nikolausstraße,unsicher,keines,,,Datum: Komma nach Tag
02269,248,stadium_2_datum,1906-01-26,1906-01-26,1906-01-26,unsicher,keines,,,Datum: Komma nach Tag
02269,248,stadium_2_name,Nicodemusstraße,Nicodemusstraße,Nicodemusstraße,unsicher,keines,,,Datum: Komma nach Tag
02269,248,stadium_3_datum,1906-05-25,1906-05-25,1906-05-25,unsicher,keines,,,Datum: Komma nach Tag
02269,248,stadium_3_name,Norbertstraße,Norbertstraße,Norbertstraße,unsicher,keines,,,Datum: Komma nach Tag
02279,249,lemma,Nottekampswinkel,Nottekampswinkel,Nottekampswinkel,unsicher,keines,,,Straßenklasse OCR-korrigiert
02279,249,stadtteile,Heisingen,Heisingen,Heisingen,unsicher,keines,,,Straßenklasse OCR-korrigiert
02279,249,strassenklasse,Gemeindestraße,Gemeondestraße,Gemeindestraße,unsicher,eines,,,Straßenklasse OCR-korrigiert
02279,249,namensgruppe,Lage-bezeichnung,Lage-bezeichnung,Lagebezeichnung,unsicher,eines,,,Straßenklasse OCR-korrigiert
02279,249,verweis_auf,Nottekampsbank,Nottekampsbank,,unsicher,eines,,,Straßenklasse OCR-korrigiert
02279,249,stadium_1_datum,1949-08-31,1949-08-31,1949-08-31,unsicher,keines,,,Straßenklasse OCR-korrigiert
02279,249,stadium_1_name,Nottekampswinkel,Nottekampswinkel,Nottekampswinkel,unsicher,keines,,,Straßenklasse OCR-korrigiert
02311,250,lemma,Obere Fuhr,Obere Fuhr,Obere Fuhr,unsicher,keines,,,
02311,250,stadtteile,Bergerhausen,Bergerhausen,Bergerhausen,unsicher,keines,,,
02311,250,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,
02311,250,namensgruppe,Lagebezeichnung,Lagebezeichnung,Lagebezeichnung,unsicher,keines,,,
02311,250,verweis_auf,,,,unsicher,keines,,,
02311,250,stadium_1_datum,1933-11-27,1933-11-27,1933-11-27,unsicher,keines,,,
02311,250,stadium_1_name,Obere Fuhr,Obere Fuhr,Obere Fuhr,unsicher,keines,,,
02335,250,lemma,Obere Aue,Obere Aue,Obere Aue,unsicher,keines,,,Namensstadium auffällig
02335,250,stadtteile,Heisingen,Heisingen,Heisingen,unsicher,keines,,,Namensstadium auffällig
02335,250,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Namensstadium auffällig
02335,250,namensgruppe,Flurname,Flurname,"Flurname, urspr.: Schacht Jacob (tlw.)",unsicher,eines,,,Namensstadium auffällig
02335,250,verweis_auf,,,,unsicher,keines,,,Namensstadium auffällig
02335,250,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1964-05-20,unsicher,eines,,,Namensstadium auffällig
02335,250,stadium_1_name,Schacht Jacob (tlw.),Schacht Jacob (tlw.),Obere Aue,unsicher,eines,,,Namensstadium auffällig
02335,250,stadium_1_urspruenglich,wahr,wahr,falsch,unsicher,eines,,,Namensstadium auffällig
02335,250,stadium_2_datum,1964-05-20,1964-05-20,,unsicher,eines,,,Namensstadium auffällig
02335,250,stadium_2_name,Obere Aue. ze 5 Oberer Schloßhang- Schloss Borbeck ll,Obere Aue,,unsicher,eines,,,Namensstadium auffällig
02320,251,lemma,Oberstraße,Oberstraße,Oberstraße,unsicher,keines,,,Datum ohne Doppelpunkt
02320,251,stadtteile,Rellinghausen; Stadtwald,Rellinghausen; Stadtwald,Rellinghausen; Stadtwald,unsicher,keines,,,Datum ohne Doppelpunkt
02320,251,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Datum ohne Doppelpunkt
02320,251,namensgruppe,Lagebezeichnung,Lagebezeichnung,Lagebezeichnung,unsicher,keines,,,Datum ohne Doppelpunkt
02320,251,verweis_auf,,,,unsicher,keines,,,Datum ohne Doppelpunkt
02320,251,stadium_1_datum,1903-01-04,1903-01-04,1903-01-04,unsicher,keines,,,Datum ohne Doppelpunkt
02320,251,stadium_1_name,Oberstraße,Oberstraße,Oberstraße,unsicher,keines,,,Datum ohne Doppelpunkt
02320,251,stadium_2_datum,1903-01-04,1903-01-04,1903-01-04,unsicher,keines,,,Datum ohne Doppelpunkt
02320,251,stadium_2_name,Ludgerusstraße,Ludgerusstraße,Ludgerusstraße,unsicher,keines,,,Datum ohne Doppelpunkt
02320,251,stadium_3_datum,1910-09-16,1910-09-16,1910-09-16,unsicher,keines,,,Datum ohne Doppelpunkt
02320,251,stadium_3_name,Oberstraße (Verl.),Oberstraße (Verl.),Oberstraße (Verl.),unsicher,keines,,,Datum ohne Doppelpunkt
02474,257,lemma,Paul-Goerens-Straße,Paul-Goerens-Straße,,unsicher,eines,,,Datum ohne Doppelpunkt
02474,257,stadtteile,Frohnhausen,Frohnhausen,,unsicher,eines,,,Datum ohne Doppelpunkt
02474,257,strassenklasse,Gemeindestraße,Gemeindestraße,,unsicher,eines,,,Datum ohne Doppelpunkt
02474,257,namensgruppe,"Person, Mann, Deutscher, Metallograph, Ingenieur","Person, Mann, Deutscher, Metallograph, Ingenieur",,unsicher,eines,,,Datum ohne Doppelpunkt
02474,257,verweis_auf,,,,unsicher,keines,,,Datum ohne Doppelpunkt
02474,257,stadium_1_datum,1902-05-16,1902-05-16,,unsicher,eines,,,Datum ohne Doppelpunkt
02474,257,stadium_1_name,Kruppstraße (tlw.),Kruppstraße (tlw.),,unsicher,eines,,,Datum ohne Doppelpunkt
02474,257,stadium_2_datum,1969-03-19,1969-03-19,,unsicher,eines,,,Datum ohne Doppelpunkt
02474,257,stadium_2_name,Paul-Goerens-Straße,Paul-Goerens-Straße,,unsicher,eines,,,Datum ohne Doppelpunkt
02402,263,lemma,Porscheplatz,Porscheplatz,Peenestraße,unsicher,eines,,,Schlüsselnummer mehrfach
02402,263,lemma,Porscheplatz,Porscheplatz,Peenestraße,unsicher,eines,,,Schlüsselnummer mehrfach
02402,263,stadtteile,Stadtkern,Stadtkern,Bergerhausen,unsicher,eines,,,Schlüsselnummer mehrfach
02402,263,stadtteile,Stadtkern,Stadtkern,Bergerhausen,unsicher,eines,,,Schlüsselnummer mehrfach
02402,263,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Schlüsselnummer mehrfach
02402,263,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Schlüsselnummer mehrfach
02402,263,namensgruppe,"Person, Mann, Deutscher, Kraftfahrzeugkonstrukteur, Platz","Person, Mann, Deutscher, Kraftfahrzeugkonstrukteur, Platz",Gewässer,unsicher,eines,,,Schlüsselnummer mehrfach
02402,263,namensgruppe,"Person, Mann, Deutscher, Kraftfahrzeugkonstrukteur, Platz","Person, Mann, Deutscher, Kraftfahrzeugkonstrukteur, Platz",Gewässer,unsicher,eines,,,Schlüsselnummer mehrfach
02402,263,verweis_auf,Porschekanzel und Am Porscheplatz,,,unsicher,beide,,,Schlüsselnummer mehrfach
02402,263,verweis_auf,Porschekanzel und Am Porscheplatz,,,unsicher,beide,,,Schlüsselnummer mehrfach
02402,263,stadium_1_datum,1956-07-03,1956-07-03,1956-07-03,unsicher,keines,,,Schlüsselnummer mehrfach
02402,263,stadium_1_datum,1956-07-03,1956-07-03,1956-07-03,unsicher,keines,,,Schlüsselnummer mehrfach
02402,263,stadium_1_datum,1956-07-03,1956-07-03,1956-07-03,unsicher,keines,,,Schlüsselnummer mehrfach
02402,263,stadium_1_datum,1956-07-03,1956-07-03,1956-07-03,unsicher,keines,,,Schlüsselnummer mehrfach
02402,263,stadium_1_name,Peenestraße,Peenestraße,Peenestraße,unsicher,keines,,,Schlüsselnummer mehrfach
02402,263,stadium_1_name,Peenestraße,Peenestraße,Peenestraße,unsicher,keines,,,Schlüsselnummer mehrfach
02402,263,stadium_1_name,Peenestraße,Peenestraße,Peenestraße,unsicher,keines,,,Schlüsselnummer mehrfach
02402,263,stadium_1_name,Peenestraße,Peenestraße,Peenestraße,unsicher,keines,,,Schlüsselnummer mehrfach
02402,263,stadium_2_datum,1500-01-01,1500-01-01,,unsicher,eines,,,Schlüsselnummer mehrfach
02402,263,stadium_2_datum,1500-01-01,1500-01-01,,unsicher,eines,,,Schlüsselnummer mehrfach
02402,263,stadium_2_name,Königstraße (tlw.),Königstraße (tlw.),,unsicher,eines,,,Schlüsselnummer mehrfach
02402,263,stadium_2_name,Königstraße (tlw.),Königstraße (tlw.),,unsicher,eines,,,Schlüsselnummer mehrfach
02402,263,stadium_3_datum,1825-12-31,1825-12-31,,unsicher,eines,,,Schlüsselnummer mehrfach
02402,263,stadium_3_datum,1825-12-31,1825-12-31,,unsicher,eines,,,Schlüsselnummer mehrfach
02402,263,stadium_3_name,Schwarze Poth (tlw.),Schwarze Poth (tlw.),,unsicher,eines,,,Schlüsselnummer mehrfach
02402,263,stadium_3_name,Schwarze Poth (tlw.),Schwarze Poth (tlw.),,unsicher,eines,,,Schlüsselnummer mehrfach
02402,263,stadium_4_datum,1860-01-01,1860-01-01,,unsicher,eines,,,Schlüsselnummer mehrfach
02402,263,stadium_4_datum,1860-01-01,1860-01-01,,unsicher,eines,,,Schlüsselnummer mehrfach
02402,263,stadium_4_name,Postallee (tlw.),Postallee (tlw.),,unsicher,eines,,,Schlüsselnummer mehrfach
02402,263,stadium_4_name,Postallee (tlw.),Postallee (tlw.),,unsicher,eines,,,Schlüsselnummer mehrfach
02449,264,lemma,Poststraße,Poststraße,Poststraße,unsicher,keines,,,Datum ohne Doppelpunkt
02449,264,stadtteile,Kupferdreh,Kupferdreh,Kupferdreh,unsicher,keines,,,Datum ohne Doppelpunkt
02449,264,strassenklasse,Kreisstraße,Kreisstraße,Kreisstraße,unsicher,keines,,,Datum ohne Doppelpunkt
02449,264,namensgruppe,Lagebezeichnung,Lagebezeichnung,Lagebezeichnung,unsicher,keines,,,Datum ohne Doppelpunkt
02449,264,verweis_auf,,,,unsicher,keines,,,Datum ohne Doppelpunkt
02449,264,stadium_1_datum,1900-11-13,1900-11-13,1900-11-13,unsicher,keines,,,Datum ohne Doppelpunkt
02449,264,stadium_1_name,Poststraße,Poststraße,Poststraße,unsicher,keines,,,Datum ohne Doppelpunkt
02449,264,stadium_2_datum,2011-06-28,2011-06-28,2011-06-28,unsicher,keines,,,Datum ohne Doppelpunkt
02449,264,stadium_2_name,Poststraße (Verl.),Poststraße (Verl.),Poststraße (Verl.),unsicher,keines,,,Datum ohne Doppelpunkt
02599,274,lemma,Riegelweg,Riegelweg,Riegelweg,unsicher,keines,,,Anker OCR-korrigiert
02599,274,stadtteile,Schonnebeck,Schonnebeck,Schonnebeck,unsicher,keines,,,Anker OCR-korrigiert
02599,274,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Anker OCR-korrigiert
02599,274,namensgruppe,Lagebezeichnung,Lagebezeichnung,Lagebezeichnung,unsicher,keines,,,Anker OCR-korrigiert
02599,274,verweis_auf,,,,unsicher,keines,,,Anker OCR-korrigiert
02599,274,stadium_1_datum,1952-07-31,1952-07-31,1952-07-31,unsicher,keines,,,Anker OCR-korrigiert
02599,274,stadium_1_name,Riegelweg,Riegelweg,Riegelweg,unsicher,keines,,,Anker OCR-korrigiert
02599,274,stadium_2_datum,1952-07-31,1952-07-31,1952-07-31,unsicher,keines,,,Anker OCR-korrigiert
02599,274,stadium_2_name,Kaldekirche (tlw.),Kaldekirche (tlw.),Kaldekirch(e) (tlw.),unsicher,eines,,,Anker OCR-korrigiert
02600,274,lemma,Riehlstraße,Riehlstraße,Riehlstraße,unsicher,keines,,,Straßenklasse OCR-korrigiert
02600,274,stadtteile,Frohnhausen,Frohnhausen,Frohnhausen,unsicher,keines,,,Straßenklasse OCR-korrigiert
02600,274,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Straßenklasse OCR-korrigiert
02600,274,namensgruppe,"Person, Mann, Deutscher, Journalist, Novellist, Kulturhistoriker","Person, Mann, Deutscher, Journalist, Novellist, Kulturhistoriker","Person, Mann",unsicher,eines,,,Straßenklasse OCR-korrigiert
02600,274,verweis_auf,,,,unsicher,keines,,,Straßenklasse OCR-korrigiert
02600,274,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1902-05-16,unsicher,eines,,,Straßenklasse OCR-korrigiert
02600,274,stadium_1_name,Schultepäskenstraße,Schultepäkenstraße,Riehlstraße,unsicher,eines,,,Straßenklasse OCR-korrigiert
02600,274,stadium_1_urspruenglich,wahr,wahr,falsch,unsicher,eines,,,Straßenklasse OCR-korrigiert
02600,274,stadium_2_datum,1902-05-16,1902-05-16,"(urspr., kein Datum)",unsicher,eines,,,Straßenklasse OCR-korrigiert
02600,274,stadium_2_name,Riehlstraße,Riehlstraße,Schultepäske(n)straße,unsicher,eines,,,Straßenklasse OCR-korrigiert
02600,274,stadium_2_urspruenglich,falsch,falsch,wahr,unsicher,eines,,,Straßenklasse OCR-korrigiert
02621,276,lemma,Röntgenstraße,Röntgenstraße,Röntgenstraße,unsicher,keines,,,Klammerzusatz ergänzt
02621,276,stadtteile,Altendorf,Altendorf,Altendorf,unsicher,keines,,,Klammerzusatz ergänzt
02621,276,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Klammerzusatz ergänzt
02621,276,namensgruppe,"Person, Mann, Deutscher, Physiker","Person, Mann, Deutscher, Physiker","Person, Mann, Deutscher, Physiker",unsicher,keines,,,Klammerzusatz ergänzt
02621,276,verweis_auf,Röntgenplatz,Röntgenplatz,,unsicher,eines,,,Klammerzusatz ergänzt
02621,276,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1902-05-16,unsicher,eines,,,Klammerzusatz ergänzt
02621,276,stadium_1_name,Geibelstraße,Geibelstraße,Geibelstraße,unsicher,keines,,,Klammerzusatz ergänzt
02621,276,stadium_1_urspruenglich,wahr,wahr,falsch,unsicher,eines,,,Klammerzusatz ergänzt
02621,276,stadium_2_datum,1902-05-16,1902-05-16,1933-08-14,unsicher,eines,,,Klammerzusatz ergänzt
02621,276,stadium_2_name,Röntgenstraße,Röntgenstraße,Marschalstraße (tlw. Umb.),unsicher,eines,,,Klammerzusatz ergänzt
02621,276,stadium_3_datum,1933-08-14,1933-08-14,1946-10-09,unsicher,eines,,,Klammerzusatz ergänzt
02621,276,stadium_3_name,Marschallstraße (tlw.),Marschallstraße (tlw. Umb.),Röntgenstraße (Umb.),unsicher,eines,,,Klammerzusatz ergänzt
02621,276,stadium_4_datum,1946-10-09,1946-10-09,,unsicher,eines,,,Klammerzusatz ergänzt
02621,276,stadium_4_name,Röntgenstraße (Umb.),Röntgenstraße (Umb.),,unsicher,eines,,,Klammerzusatz ergänzt
02656,281,lemma,Rüttenscheider Straße,Rüttenscheider Straße,Rüttenscheider Straße,unsicher,keines,,,Klammerzusatz ergänzt
02656,281,stadtteile,Rüttenscheid; Südviertel,Rüttenscheid; Südviertel,Rüttenscheid; Südviertel,unsicher,keines,,,Klammerzusatz ergänzt
02656,281,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Klammerzusatz ergänzt
02656,281,namensgruppe,Bauerschaft,Bauerschaft,"Bauerschaft, urspr.: Kettwiger Chaussee (Essen), urspr.: Kettwiger Chaussee (Rüttenscheid)",unsicher,eines,,,Klammerzusatz ergänzt
02656,281,verweis_auf,,,,unsicher,keines,,,Klammerzusatz ergänzt
02656,281,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1897-09-06,unsicher,eines,,,Klammerzusatz ergänzt
02656,281,stadium_1_name,Kettwiger Chaussee (Essen),Kettwiger Chaussee (Essen),Essener Straße,unsicher,eines,,,Klammerzusatz ergänzt
02656,281,stadium_1_urspruenglich,wahr,wahr,falsch,unsicher,eines,,,Klammerzusatz ergänzt
02656,281,stadium_2_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1906-01-26,unsicher,eines,,,Klammerzusatz ergänzt
02656,281,stadium_2_name,Kettwiger Chaussee (Rüttenscheid),Kettwiger Chaussee (Rüttenscheid),Rüttenscheider Straße,unsicher,eines,,,Klammerzusatz ergänzt
02656,281,stadium_2_urspruenglich,wahr,wahr,falsch,unsicher,eines,,,Klammerzusatz ergänzt
02656,281,stadium_3_datum,1897-09-06,1897-09-06,1933-07-13,unsicher,eines,,,Klammerzusatz ergänzt
02656,281,stadium_3_name,Essener Straße,Essener Straße,Hermann-Göring-Straße (Umb.),unsicher,eines,,,Klammerzusatz ergänzt
02656,281,stadium_4_datum,1906-01-26,1906-01-26,1945-06-18,unsicher,eines,,,Klammerzusatz ergänzt
02656,281,stadium_4_name,Rüttenscheider Straße,Rüttenscheider Straße,Rüttenscheider Straße (Umb.),unsicher,eines,,,Klammerzusatz ergänzt
02656,281,stadium_5_datum,1933-07-13,1933-07-13,,unsicher,eines,,,Klammerzusatz ergänzt
02656,281,stadium_5_name,Hermann-Göring-Straße (Umb.),Hermann-Göring-Straße (Umb.),,unsicher,eines,,,Klammerzusatz ergänzt
02656,281,stadium_6_datum,1945-06-18,1945-06-18,,unsicher,eines,,,Klammerzusatz ergänzt
02656,281,stadium_6_name,Rüttenscheider Straße (Umb.),Rüttenscheider Straße (Umb.),,unsicher,eines,,,Klammerzusatz ergänzt
02508,285,lemma,Schacht Neu-Cöln,Schacht Neu-Cöln,Schacht Neu-Cölln,unsicher,eines,,,Straßenklasse OCR-korrigiert
02508,285,stadtteile,Borbeck-Mitte; Bergeborbeck,Borbeck-Mitte; Bergeborbeck,Borbeck-Mitte; Bergeborbeck,unsicher,keines,,,Straßenklasse OCR-korrigiert
02508,285,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Straßenklasse OCR-korrigiert
02508,285,namensgruppe,"Bergbau, Neustraße (tlw.)","Bergbau, Neustraße (tlw.)","Bergbau, Neustadt (tlw.)",unsicher,eines,,,Straßenklasse OCR-korrigiert
02508,285,verweis_auf,,,,unsicher,keines,,,Straßenklasse OCR-korrigiert
02508,285,stadium_1_datum,1986-03-12,1986-03-12,1986-03-12,unsicher,keines,,,Straßenklasse OCR-korrigiert
02508,285,stadium_1_name,Schacht Neu-Cöln,Schacht Neu-Cöln,Schacht Neu-Cölln,unsicher,eines,,,Straßenklasse OCR-korrigiert
02769,290,lemma,Schirnbecker Teiche,Schirnbecker Teiche,Schirnbecker Teiche,unsicher,keines,,,urspr. ohne Doppelpunkt
02769,290,stadtteile,Freisenbruch,Freisenbruch,Freisenbruch,unsicher,keines,,,urspr. ohne Doppelpunkt
02769,290,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,urspr. ohne Doppelpunkt
02769,290,namensgruppe,Gewässer,Gewässer,"Gewässer, urspr. Eigertstraße",unsicher,eines,,,urspr. ohne Doppelpunkt
02769,290,verweis_auf,,,,unsicher,keines,,,urspr. ohne Doppelpunkt
02769,290,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1913-08-28,unsicher,eines,,,urspr. ohne Doppelpunkt
02769,290,stadium_1_name,Eibergstraße,Eibergstraße,Beckmannstraße,unsicher,eines,,,urspr. ohne Doppelpunkt
02769,290,stadium_1_urspruenglich,wahr,wahr,falsch,unsicher,eines,,,urspr. ohne Doppelpunkt
02769,290,stadium_2_datum,1913-08-28,1913-08-28,1937-11-20,unsicher,eines,,,urspr. ohne Doppelpunkt
02769,290,stadium_2_name,Beckmannstraße,Beckmannstraße,Schirnbecker Teiche,unsicher,eines,,,urspr. ohne Doppelpunkt
02769,290,stadium_3_datum,1937-11-20,1937-11-20,,unsicher,eines,,,urspr. ohne Doppelpunkt
02769,290,stadium_3_name,Schirnbecker Teiche,Schirnbecker Teiche,,unsicher,eines,,,urspr. ohne Doppelpunkt
02821,296,lemma,Schraeplerstraße,Schraeplerstraße,Schraeplerstraße,unsicher,keines,,,Anker OCR-korrigiert
02821,296,stadtteile,Bergeborbeck,Bergeborbeck,Bergeborbeck,unsicher,keines,,,Anker OCR-korrigiert
02821,296,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Anker OCR-korrigiert
02821,296,namensgruppe,"Person, Mann, Deutscher, Prokurist, Kruppscher Beamter","Person, Mann, Deutscher, Prokurist, Kruppscher Beamter","Person, Mann, Deutscher, Prokurist, Kruppschüler, Beamter",unsicher,eines,,,Anker OCR-korrigiert
02821,296,verweis_auf,,,,unsicher,keines,,,Anker OCR-korrigiert
02821,296,stadium_1_datum,1929-01-10,1929-01-10,1929-01-10,unsicher,keines,,,Anker OCR-korrigiert
02821,296,stadium_1_name,Schraeplerstraße,Schraeplerstraße,Schraeplerstraße,unsicher,keines,,,Anker OCR-korrigiert
02834,298,lemma,Schulte-Hinsel-Straße,Schulte-Hinsel-Straße,Schulte-Hinsel-Straße,unsicher,keines,,,Anker OCR-korrigiert
02834,298,stadtteile,Überruhr-Hinsel,Ürrruhr-Hinsel,Überruhr-Hinsel,unsicher,eines,,,Anker OCR-korrigiert
02834,298,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Anker OCR-korrigiert
02834,298,namensgruppe,Hofname,Hofname,Hofname,unsicher,keines,,,Anker OCR-korrigiert
02834,298,verweis_auf,,,,unsicher,keines,,,Anker OCR-korrigiert
02834,298,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)","(urspr., kein Datum)",unsicher,keines,,,Anker OCR-korrigiert
02834,298,stadium_1_name,Schulte-Hinsel-Straße,Schulte-Hinsel-Straße,Schulte-Hinsel-Straße,unsicher,keines,,,Anker OCR-korrigiert
02834,298,stadium_1_urspruenglich,wahr,wahr,wahr,unsicher,keines,,,Anker OCR-korrigiert
03748,298,lemma,Schulstraße,Schulstraße,,unsicher,eines,,,Klammerzusatz ergänzt
03748,298,stadtteile,Kettwig,Kettwig,,unsicher,eines,,,Klammerzusatz ergänzt
03748,298,strassenklasse,Gemeindestraße,Gemeindestraße,,unsicher,eines,,,Klammerzusatz ergänzt
03748,298,namensgruppe,Lagebezeichnung,Lagebezeichnung,,unsicher,eines,,,Klammerzusatz ergänzt
03748,298,verweis_auf,,,,unsicher,keines,,,Klammerzusatz ergänzt
03748,298,stadium_1_datum,vor 1872,vor 1872,,unsicher,eines,,,Klammerzusatz ergänzt
03748,298,stadium_1_name,Schulstraße,Schulstraße,,unsicher,eines,,,Klammerzusatz ergänzt
03748,298,stadium_2_datum,1939-03-14,1939-03-14,,unsicher,eines,,,Klammerzusatz ergänzt
03748,298,stadium_2_name,Langemarckstraße (Umb.),Langemarckstraße (Umb.),,unsicher,eines,,,Klammerzusatz ergänzt
03748,298,stadium_3_datum,1946-04-04,1946-04-04,,unsicher,eines,,,Klammerzusatz ergänzt
03748,298,stadium_3_name,Schulstraße (Umb.),Schulstraße (Umb.),,unsicher,eines,,,Klammerzusatz ergänzt
02845,299,lemma,Schwanhildenstraße,Schwanhildenstraße,Schwanhildenstraße,unsicher,keines,,,Datum ohne Doppelpunkt
02845,299,stadtteile,Stoppenberg,Stoppenberg,Stoppenberg,unsicher,keines,,,Datum ohne Doppelpunkt
02845,299,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Datum ohne Doppelpunkt
02845,299,namensgruppe,"Person, Frau, Äbtissin","Person, Frau, Äbtissin","Person, Frau, Äbtissin",unsicher,keines,,,Datum ohne Doppelpunkt
02845,299,verweis_auf,Schwanhildenhöhe,Schwanhildenhöhe,Schwanhildenhöhe,unsicher,keines,,,Datum ohne Doppelpunkt
02845,299,stadium_1_datum,1899-10-04,1899-10-04,1899-10-04,unsicher,keines,,,Datum ohne Doppelpunkt
02845,299,stadium_1_name,Schwanhildenstraße,Schwanhildenstraße,Schwanhildenstraße,unsicher,keines,,,Datum ohne Doppelpunkt
03012,306,lemma,Spielkampshof,Spielkampshof,Spielkampshof,unsicher,keines,,,Straßenklasse fehlt
03012,306,stadtteile,Haarzopf; Margarethenhöhe,Haarzopf; Margarethenhöhe,Haarzopf; Margarethenhöhe,unsicher,keines,,,Straßenklasse fehlt
03012,306,strassenklasse,,,Hofname,unsicher,eines,,,Straßenklasse fehlt
03012,306,namensgruppe,Hofname,Hofname,,unsicher,eines,,,Straßenklasse fehlt
03012,306,verweis_auf,,,,unsicher,keines,,,Straßenklasse fehlt
03012,306,stadium_1_datum,1963-02-20,,20. Februar (nicht normalisierbar),unsicher,eines,,,Straßenklasse fehlt
03012,306,stadium_1_name,Spielkampshof,,Spielkampshof,unsicher,eines,,,Straßenklasse fehlt
02934,311,lemma,Steeler Straße,Steeler Straße,Steeler Straße,unsicher,keines,,,urspr. ohne Doppelpunkt
02934,311,stadtteile,Stadtkern; Ostviertel; Südostviertel; Huttrop; Steele,Stadtkern; Ostviertel; Südostviertel; Huttrop; Steele,Stadtkern; Ostviertel; Südostviertel; Huttrop; Steele,unsicher,keines,,,urspr. ohne Doppelpunkt
02934,311,strassenklasse,Landstraße; Gemeindestraße,Landstraße; Gemeindestraße,Landstraße und Gemeindestraße,unsicher,eines,,,urspr. ohne Doppelpunkt
02934,311,namensgruppe,Stadt und Ort,Stadt und Ort,Stadt und Ort,unsicher,keines,,,urspr. ohne Doppelpunkt
02934,311,verweis_auf,,,,unsicher,keines,,,urspr. ohne Doppelpunkt
02934,311,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)","(urspr., kein Datum)",unsicher,keines,,,urspr. ohne Doppelpunkt
02934,311,stadium_1_name,Steeler Chaussee,Steeler Chaussee,Steeler Chaussee,unsicher,keines,,,urspr. ohne Doppelpunkt
02934,311,stadium_1_urspruenglich,wahr,wahr,wahr,unsicher,keines,,,urspr. ohne Doppelpunkt
02934,311,stadium_2_datum,1908-06-05,1908-06-05,1908-06-05,unsicher,keines,,,urspr. ohne Doppelpunkt
02934,311,stadium_2_name,Steeler Straße,Steeler Straße,Steeler Straße,unsicher,keines,,,urspr. ohne Doppelpunkt
02934,311,stadium_3_datum,1909-03-26,1909-03-26,1909-03-26,unsicher,keines,,,urspr. ohne Doppelpunkt
02934,311,stadium_3_name,Essener Straße,Essener Straße,Essener Straße,unsicher,keines,,,urspr. ohne Doppelpunkt
02934,311,stadium_4_datum,1936-01-15,1936-01-15,1936-01-15,unsicher,keines,,,urspr. ohne Doppelpunkt
02934,311,stadium_4_name,Steeler Straße (Verl.),Steeler Straße (Verl.),Steeler Straße (Verl.),unsicher,keines,,,urspr. ohne Doppelpunkt
03021,319,lemma,Sylviastraße,Sylviastraße,,unsicher,eines,,,Datum: Komma nach Tag
03021,319,stadtteile,Rüttenscheid,Rüttenscheid,,unsicher,eines,,,Datum: Komma nach Tag
