schl_nr,buchseite,feld,wert_parser,wert_qwen,wert_mistral,status_parser,einig,korrektur,beleg
02652,280,stadium_2,,,"(urspr., kein Datum) Nach dem in den fürstlich-essendischen Oberhof Ehrenzell gehörenden Behandigungsgut Rüsel",automatisch,eines,,
02653,280,stadium_4,,,"(urspr., kein Datum) Name einer Gemeinheit",automatisch,eines,,
02654,280,stadtteile,Bredeney,Bredenei,Bredeney,automatisch,eines,,
02656,281,namensgruppe,Bauerschaft,Bauerschaft,"Bauerschaft, urspr.: Kettwiger Chaussee (Essen), urspr.: Kettwiger Chaussee (Rüttenscheid)",unsicher,eines,,
02656,281,stadium_1,"(urspr., kein Datum) Kettwiger Chaussee (Essen)","(urspr., kein Datum) Kettwiger Chaussee (Essen)",1897-09-06 Essener Straße,unsicher,eines,,
02656,281,stadium_2,"(urspr., kein Datum) Kettwiger Chaussee (Rüttenscheid)","(urspr., kein Datum) Kettwiger Chaussee (Rüttenscheid)",1906-01-26 Rüttenscheider Straße,unsicher,eines,,
02657,281,namensgruppe,"Person, Mann, Deutscher, Betriebsführer, Kruppscher Beamter, Siedlung, Platz","Person, Mann, Deutscher, Betriebsführer, Kruppscher Beamter, Siedlung, Platz","Person, Mann, Deutscher, Betriebsführer, Kruppsches Beamter, Siedlung, Platz",automatisch,eines,,
02658,281,stadium_1_name,Alleestraße,Alleestraße,Alleeestraße,automatisch,eines,,
02658,281,strassenklasse,Bundesstraße; Hauptstraße,Bundesstraße; Hauptstraße,Bundesstraße,automatisch,eines,,
02662,282,eintrag,Ruhrglasstraße,Ruhrglasstraße,,automatisch,eines,,
02663,282,eintrag,Ruhrland,Ruhrland,,automatisch,eines,,
02664,134,eintrag,Grendtor,Grendtor,,automatisch,eines,,
02665,282,stadium_2_name,Werdener Straße,Werderer Straße,Werdener Straße,automatisch,eines,,
02665,282,stadium_2_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
02667,282,stadium_1_datum,1953-03-03,,03. März (nicht normalisierbar),automatisch,eines,,
02669,283,verweis_auf,,I. Ruschenfeld,,geprueft,eines,,
02670,283,verweis_auf,,I. Ruschenfeld,,geprueft,eines,,
02671,283,stadtteile,Bredeney,Bredeneey,Bredeney,automatisch,eines,,
02672,283,lemma,Ruthertal,Ruthertal,Ruthental,automatisch,eines,,
02672,283,stadium_1_name,Ruthertal,Ruthertal,Ruthental,automatisch,eines,,
02672,283,stadium_2_name,Ruthertal (Verl.),Ruthertal (Verl.),Ruthental (Verl.),automatisch,eines,,
02673,283,namensgruppe,Flurname,Flurname,"Hof-, Bach- und Flurname",automatisch,eines,,
02676,273,verweis_auf,Riddershofstraße,Riddershofstraße,,automatisch,eines,,
02677,271,namensgruppe,"Person, Mann, Deutscher, Minnesänger","Person, Mann, Deutscher, Minnesänger","Gemeindestraße, Str.-Gr.: Person, Mann, Deutscher, Minnesänger, 08. Juni 1960",automatisch,eines,,
02678,272,namensgruppe,"Person, Mann, Deutscher, Minnesänger","Person, Mann, Deutscher, Minnesänger","Str.-Gr.: Person, Mann, Deutscher, Minnesänger",automatisch,eines,,
02679,270,verweis_auf,Rebenranke,Rebenranke,,automatisch,eines,,
02682,280,eintrag,Rüenkermesweg,Rüenkermesweg,,automatisch,eines,,
02683,269,stadtteile,Bedingrade,Bedingrade,Bediengrade,automatisch,eines,,
02685,275,lemma,Robert-Feulgen-Straße,Robert-Feulgen-Straße,Robert-Faulgen-Straße,automatisch,eines,,
02685,275,stadium_1_name,Spindelgang (tlw.),Spindelgang (tlw.),Spindelgang,automatisch,eines,,
02685,275,stadium_1_urspruenglich,falsch,falsch,wahr,automatisch,eines,,
02685,275,stadium_2_datum,1972-05-17,1972-05-17,tlw. (nicht normalisierbar),automatisch,eines,,
02685,275,stadium_2_name,Robert-Feulgen-Straße,Robert-Feulgen-Straße,Robert-Faulgen-Straße,automatisch,eines,,
02685,275,stadium_3,,,1972-05-17 Robert-Faulgen-Straße,automatisch,eines,,
02689,268,eintrag,Raffelberger Straße,Raffelberger Straße,,automatisch,eines,,
02710,283,namensgruppe,Hofname,Hofname,"Hofname, vor 1899: Saal",geprueft,eines,,
02712,283,stadium_1_datum,1898-03-11,1898-03-11,1899-03-11,automatisch,eines,,
02714,283,verweis_auf,Saarplatz,Saarplatz,,automatisch,eines,,
02716,284,lemma,Sabinastraße,Sabinistraße,Sabinastraße,automatisch,eines,,
02716,284,stadium_2_datum,1910-09-16,1910-09-16,tlw. (nicht normalisierbar),automatisch,eines,,
02716,284,stadium_2_name,Töpferstraße (tlw.),Töpferstraße (tlw.),,automatisch,eines,,
02716,284,stadium_3_name,Sabinastraße,Sabinistraße,Sabinastraße,automatisch,eines,,
02717,284,stadium_1_name,Kurzestraße,Kurzestraße,Kurzerstraße,automatisch,eines,,
02717,284,stadium_2_name,Beckmannstraße (tlw.),Beckmannstraße (tlw.),Beckmannstraße,automatisch,eines,,
02717,284,stadium_3,1919-04-01 Mecklenbecksweg,1919-04-01 Mecklenbecks- weg,"(urspr., kein Datum)",automatisch,eines,,
02717,284,stadium_3_datum,1919-04-01,1919-04-01,tlw. (nicht normalisierbar),automatisch,eines,,
02717,284,stadium_3_name,Mecklenbecksweg,Mecklenbecks- weg,,automatisch,eines,,
02717,284,stadium_4_name,Renzelstraße,Renzelstraße,Meckenbeckerweg,automatisch,eines,,
02717,284,stadium_5_name,Sachsenring,Sachsenring,Renzelstraße,automatisch,eines,,
02717,284,stadium_6_name,General-von-Watter-Straße (Umb.),General-von-Watter-Straße (Umb.),General-von-Watter-Straße,automatisch,eines,,
02717,284,stadium_7_datum,1946-05-22,1946-05-22,Umb. (nicht normalisierbar),automatisch,eines,,
02717,284,stadium_7_name,Sachsenring (Umb.),Sachsenring (Umb.),,automatisch,eines,,
02717,284,stadium_8,,,1946-05-22 Sachsenring,automatisch,eines,,
02717,284,stadium_9_datum,,,Umb. (nicht normalisierbar),automatisch,eines,,
02719,284,stadium_3_name,Sälzerstraße (Verl.),Sälzerstraße (Verl.),Sälzerstraße,automatisch,eines,,
02719,284,stadium_4,,,"(urspr., kein Datum)",automatisch,eines,,
02719,284,stadium_4_datum,,,Verl. (nicht normalisierbar),automatisch,eines,,
02723,284,stadium_1_name,H-Straße (tlw.),H-Straße (tlw.),H-Straße,automatisch,eines,,
02723,284,stadium_2,1937-11-20 Sammelband,1937-11-20 Sammelband,"(urspr., kein Datum)",automatisch,eines,,
02723,284,stadium_2_datum,1937-11-20,1937-11-20,tlw. (nicht normalisierbar),automatisch,eines,,
02723,284,verweis_auf,,,Beekerwerth,automatisch,eines,,
02725,284,verweis_auf,Bruktererhang,Bruktererhang,,automatisch,eines,,
02726,285,eintrag,Sandstraße,Sandstraße,,automatisch,eines,,
02727,309,lemma,St. Annental,St. Annetal,St. Annental,automatisch,eines,,
02727,309,namensgruppe,Kirche und Kloster,Kirche und Kloster,,automatisch,eines,,
02727,309,stadium_2_name,Walpurgisstraße (tlw.),Walpurgisstraße (tlw.),Walburgisstraße (tlw.),automatisch,eines,,
02727,309,stadium_3_name,St. Annental,St. Annetal,St. Annental,automatisch,eines,,
02727,309,stadtteile,Bergerhausen; Rellinghausen,Bergerhausen; Rellinghausen,Bergebausen; Rellinghausen,automatisch,eines,,
02728,309,namensgruppe,Stadt und Ort,Stadt und Ort,"Stadt und Ort, etwa 1921: Neikenstraße",automatisch,eines,,
02728,309,stadium_1,1921 Nelkenstraße,1921 Nelkenstraße,1935-11-14 St.-Ingbert-Höhe,automatisch,eines,,
02728,309,verweis_auf,Merziger Aue,Merziger Aue,,automatisch,eines,,
02729,285,eintrag,Sarnsbank,Sarnsbank,,automatisch,eines,,
02730,285,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1928-02-27,automatisch,eines,,
02730,285,stadium_1_name,Heisinger Straße,Heisinger Straße,Sartoriusstraße,automatisch,eines,,
02730,285,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
02731,285,stadium_3,,,1755-01-11 Cornelius Savels (Beda),automatisch,eines,,
02731,285,verweis_auf,Bedastraße,Bedastraße,,automatisch,eines,,
02732,285,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1902-05-16,automatisch,eines,,
02732,285,stadium_2_datum,1902-05-16,1902-05-16,Savignystraße (nicht normalisierbar),automatisch,eines,,
02732,285,stadium_2_name,Savignystraße,Savignystraße,Friedrich Carl von Savigny,automatisch,eines,,
02732,285,stadium_3,,,1779-02-21 21. Februar 1779,automatisch,eines,,
02738,286,stadtteile,Steele,Steele,Stadtteil Steele,automatisch,eines,,
02739,286,lemma,Schaffelhofer Weg,Schaffelhofener Weg,Schafelholer Weg,geprueft,eines,,
02739,286,namensgruppe,Kotten,Kotten,"Kotten, urspr.: Rahmannsweg",geprueft,eines,,
02739,286,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1937-11-20,geprueft,eines,,
02739,286,stadium_1_name,Rahmannsweg,Rahmannsweg,Schafelholer Weg,geprueft,eines,,
02739,286,stadium_1_urspruenglich,wahr,wahr,falsch,geprueft,eines,,
02739,286,stadium_2,1937-11-20 Schaffelhofer Weg,1937-11-20 Schaffelhofener Weg,,geprueft,eines,,
02739,286,stadium_2_name,Schaffelhofer Weg,Schaffelhofener Weg,,geprueft,eines,,
02740,286,lemma,Schafskanzel,Schafskanzel,Schaffskanzel,automatisch,eines,,
02740,286,stadium_1_name,Schafskanzel,Schafskanzel,Schaffskanzel,automatisch,eines,,
02742,286,namensgruppe,"Person, Mann, Deutscher, Lehrer","Person, Mann, Deutscher, Lehrer","Person, Mann, Deutscher, Lehrer, etwa 1903: Marktstraße, etwa 1903: Schulstraße",automatisch,eines,,
02742,286,stadium_1,1903 Marktstraße,1903 Marktstraße,1919-10-19 Hagmannstraße,automatisch,eines,,
02742,286,stadium_2,1903 Schulstraße,1903 Schulstraße,1934-06-05 Schangstraße,automatisch,eines,,
02744,286,lemma,Scharnhorststraße,Scharnhorststraße,Scharhorststraße,automatisch,eines,,
02744,286,stadium_1_name,Scharnhorststraße,Scharnhorststraße,Scharhorststraße,automatisch,eines,,
02750,287,namensgruppe,Flurname,Flurname,"Flurname, urspr.:",automatisch,eines,,
02750,287,stadium_1_name,Bredde,Bredde,Scheebredde,automatisch,eines,,
02750,287,stadium_2,1937-11-20 Scheebredde,1937-11-20 Scheebredde,,automatisch,eines,,
02751,287,lemma,Scheidtmanntor,Scheidtmanntor,Scheidmannstor,automatisch,eines,,
02751,287,stadium_3_name,Scheidtmanntor,Scheidtmanntor,Scheidmannstor,automatisch,eines,,
02752,287,lemma,Scheidtstraße,Scheidtstraße,Scheidstraße,automatisch,eines,,
02754,288,stadium_1_name,Schloßstraße,Schloßstraße,Schlossstraße,automatisch,eines,,
02756,288,stadium_3_name,Schemmannsfeld,Schemmannsfeld,,automatisch,eines,,
02757,288,lemma,Scheppener Weg,Schepener Weg,Scheppener Weg,automatisch,eines,,
02758,289,lemma,Scheppmannskamp,Scheppmannskamp,Schepmannskamp,automatisch,eines,,
02758,289,stadium_2_name,Scheppmannskamp,Scheppmannskamp,Schepmannskamp,automatisch,eines,,
02760,289,verweis_auf,,II. Schichtstraße,,geprueft,eines,,
02761,289,verweis_auf,,I. Schichtstraße,,geprueft,eines,,
02766,68,stadium_3,,,"1898-02-10 Bertolt Brecht (auch Bert Brecht, gebürtig Eugen Berthold Friedrich Brecht)",automatisch,eines,,
02769,290,namensgruppe,Gewässer,Gewässer,"Gewässer, urspr. Eigertstraße",unsicher,eines,,
02769,290,stadium_1,"(urspr., kein Datum) Eibergstraße","(urspr., kein Datum) Eibergstraße",1913-08-28 Beckmannstraße,unsicher,eines,,
02770,290,stadtteile,Vogelheim; Altenessen-Süd,Vogelheim; Altenessen-Süd,Vogelheim; Altensen,automatisch,eines,,
02777,291,namensgruppe,Lagebezeichnung,Lagebezeichnung,"Lagebezeichnung, urspr.: Am Heidberg",automatisch,eines,,
02777,291,stadium_1,"(urspr., kein Datum) Am Heidberg","(urspr., kein Datum) Am Heidberg",1908-01-03 Schliepersberg,automatisch,eines,,
02780,291,lemma,Schloßaue,Schloßbaue,Schloßaue,automatisch,eines,,
02780,291,stadium_1_name,Schloßaue,Schloßbaue,Schloßaue,automatisch,eines,,
02784,292,stadtteile,Borbeck-Mitte,Borbeck-Mitte,Borbek-Mitte,automatisch,eines,,
02786,292,namensgruppe,"Person, Mann, Deutscher, Architekt, Bildhauer","Person, Mann, Deutscher, Architekt, Bildhauer","Person, Mann, Deutsch",automatisch,eines,,
02788,292,eintrag,Schmale Straße,Schmale Straße,,automatisch,eines,,
02790,292,eintrag,Schmemannstraße,Schmemannstraße,,automatisch,eines,,
02791,293,stadium_2,,,1824-10-15 Schmettau,geprueft,eines,,
02794,293,namensgruppe,"Person, Mann, Deutscher, Pfarrer","Person, Mann, Deutscher, Pfarrer","Person, Mann, Deutscher, Pfarrer, urspr.: Kirchstraße",automatisch,eines,,
02794,293,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1902-05-16,automatisch,eines,,
02794,293,stadium_1_name,Kirchstraße,Kirchstraße,Schmitzstraße,automatisch,eines,,
02794,293,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
02795,293,lemma,Schniedtkamp,Schniedtkamp,Schneidtkamp,automatisch,eines,,
02795,293,stadium_2_name,Schniedtkamp,Schniedtkamp,Schneidtkamp,automatisch,eines,,
02795,293,stadium_3,,,"(urspr., kein Datum) Schneidtkamp",automatisch,eines,,
02796,293,namensgruppe,Kotten,Kotten,"Kotten, urspr.: Weißenburger Straße",geprueft,eines,,
02796,293,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1915-07-09,geprueft,eines,,
02796,293,stadium_1_name,Weißenburger Straße,Weißenburger Straße,I. Schnieringstraße,geprueft,eines,,
02796,293,stadium_1_urspruenglich,wahr,wahr,falsch,geprueft,eines,,
02796,293,stadium_2,1915-07-09 1. Schnieringstraße,1915-07-09 I. Schnieringstraße,1957-12-12 I. Schnieringstraße (Verl.),geprueft,eines,,
02796,293,stadium_2_name,1. Schnieringstraße,I. Schnieringstraße,I. Schnieringstraße (Verl.),geprueft,eines,,
02796,293,stadtteile,Altenessen-Nord,Altenessen-Nord,Altensessen-Nord,geprueft,eines,,
02797,293,namensgruppe,Kotten,Kotten,"Kotten, urspr.: Straßburger Straße",geprueft,eines,,
02797,293,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1915-07-09,geprueft,eines,,
02797,293,stadium_1_name,Straßburger Straße,Straßburger Straße,II. Schnieringstraße,geprueft,eines,,
02797,293,stadium_1_urspruenglich,wahr,wahr,falsch,geprueft,eines,,
02797,293,stadium_2,1915-07-09 Il,1915-07-09 II. Schnieringstraße,,geprueft,eines,,
02797,293,stadium_2_name,Il,II. Schnieringstraße,,geprueft,eines,,
02797,293,stadtteile,Altenessen-Nord,Altenessen-Nord,Altensessen-Nord,geprueft,eines,,
02802,294,lemma,Schnutenhausstraße,Schnuttenhausstraße,Schnutenhausstraße,automatisch,eines,,
02802,294,stadium_1_name,Schnutenhausstraße,Schnuttenhausstraße,Schnutenhausstraße,automatisch,eines,,
02806,288,eintrag,Schellingweg,Schellingweg,,automatisch,eines,,
02807,295,lemma,Schöllerskampstraße,Schölerskampstraße,Schöllerskampstraße,automatisch,eines,,
02807,295,stadium_1_name,Schöllerskampstraße,Schölerskampstraße,Schöllerskamp,automatisch,eines,,
02807,295,stadium_2_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1929-07-12,automatisch,eines,,
02807,295,stadium_2_name,Hochstraße (tlw.),Hochstraße (tlw.),Schöllerskampstraße (tlw.),automatisch,eines,,
02807,295,stadium_2_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
02807,295,stadium_3,1929-07-12 Schöllerskampstraße (Verl.),1929-07-12 Schölerskampstraße (Verl.),,automatisch,eines,,
02807,295,stadium_3_name,Schöllerskampstraße (Verl.),Schölerskampstraße (Verl.),,automatisch,eines,,
02808,295,namensgruppe,"Person, Mann, Deutscher, Adelstand, Oberbergamtsdirektor","Person, Mann, Deutscher, Adelstand, Oberbergsamtsdirektor","Person, Mann, Deutscher, Adelstand, Oberbergamtsdirektor",automatisch,eines,,
02808,295,stadium_1,"(urspr., kein Datum) Rullichstraße","(urspr., kein Datum) Rullichstraße",1902-05-16 Schönaichstraße,automatisch,eines,,
02810,295,lemma,Schöngelegen,Schöngelegen,Schöngelgen,automatisch,eines,,
02810,295,stadium_1_name,Schöngelegen,Schöngelegen,Schöngelgen,automatisch,eines,,
02812,295,lemma,Schönscheidts Hof,Schönscheids Hof,Schönscheidts Hof,automatisch,eines,,
02813,296,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",urspr.: Äbtissinstraße (nicht normalisierbar),automatisch,eines,,
02813,296,stadium_2_datum,"(urspr., kein Datum)","(urspr., kein Datum)",urspr.: Moltkestraße (nicht normalisierbar),automatisch,eines,,
02813,296,stadium_3_datum,"(urspr., kein Datum)","(urspr., kein Datum)",urspr.: Am Krottenberg (tlw.) (nicht normalisierbar),automatisch,eines,,
02813,296,stadium_3_name,Am Knottenberg (tlw.),Am Knottenberg (tlw.),Am Krottenberg,automatisch,eines,,
02813,296,stadium_4,1929-07-12 Am Knottenberg,1929-07-12 Am Knottenberg,1929-07-12 Schönscheidtstraße,automatisch,eines,,
02813,296,verweis_auf,Schönscheidts Hof,Schönscheidts Hof,,automatisch,eines,,
02815,296,namensgruppe,"Person, Mann, Deutscher, Maler, Kupferstecher, Malerviertel-Holsterhausen","Person, Mann, Deutscher, Maler, Kupferstecher, Malerviertel-Holsterhausen","Person, Mann, Deutscher, Maler, Kupferstecher, Malerierviertel-Holsterhausen",automatisch,eines,,
02815,296,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",urspr.: Neue Rolandstraße (nicht normalisierbar),automatisch,eines,,
02817,296,stadium_1_name,Bernestraße,Bernestraße,Berenstraße,automatisch,eines,,
02821,296,namensgruppe,"Person, Mann, Deutscher, Prokurist, Kruppscher Beamter","Person, Mann, Deutscher, Prokurist, Kruppscher Beamter","Person, Mann, Deutscher, Prokurist, Kruppschüler, Beamter",unsicher,eines,,
02823,297,stadium_2,,,"(urspr., kein Datum) Mutterrolle",automatisch,eines,,
02823,297,stadium_3,,,1826 Heinrich Schroer,automatisch,eines,,
02824,297,stadium_2,,,1797-01-31 Franz Peter Schubert,automatisch,eines,,
02824,297,stadium_3,,,"(urspr., kein Datum) Wien",automatisch,eines,,
02824,297,stadium_3_datum,,,+19. November 1828 (nicht normalisierbar),automatisch,eines,,
02825,297,stadium_3,,,1831-04-02 Johann Wilhelm Schürenberg,automatisch,eines,,
02825,297,stadium_4,,,"(urspr., kein Datum) Essen",automatisch,eines,,
02825,297,stadium_4_datum,,,+10. Oktober 1894 (nicht normalisierbar),automatisch,eines,,
02828,297,lemma,Schützdellerweg,Schützdellerweg,Schütdellerweg,automatisch,eines,,
02828,297,namensgruppe,Kotten,Kotten,"Kotten, urspr.: Düppelsstraße",automatisch,eines,,
02828,297,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1937-11-20,automatisch,eines,,
02828,297,stadium_1_name,Düppelstraße,Düppelstraße,Schütdellerweg,automatisch,eines,,
02828,297,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
02828,297,stadium_2_datum,1937-11-20,1937-11-20,"(urspr., kein Datum)",automatisch,eines,,
02828,297,stadium_2_name,Schützdellerweg,Schützdellerweg,Kotten Schütdeller,automatisch,eines,,
02828,297,stadium_2_urspruenglich,falsch,falsch,wahr,automatisch,eines,,
02828,297,stadium_3,,,"(urspr., kein Datum) Dienstmanns-Lehnsrechten",automatisch,eines,,
02828,297,stadium_4,,,1798-05-30 Heinrich Schütdeller,automatisch,eines,,
02828,297,stadium_5,,,"(urspr., kein Datum) Ludger Schütdeller",automatisch,eines,,
02828,297,stadium_5_datum,,,Jahre 1834 (nicht normalisierbar),automatisch,eines,,
02828,297,stadium_6,,,"(urspr., kein Datum) Hermann Joseph Lieverscheidt",automatisch,eines,,
02828,297,stadium_6_datum,,,Jahre 1864 (nicht normalisierbar),automatisch,eines,,
02830,297,lemma,Schützkamp,Schützenkamp,Schützkamp,automatisch,eines,,
02830,297,stadium_1_name,Schützkamp,Schützenkamp,Schützkamp,automatisch,eines,,
02831,297,namensgruppe,Honnschaft,Honnschaft,"Honnschaft, urspr.: Mülheimer Weg",automatisch,eines,,
02834,298,stadium_2,,,1795 Schulte-Hinsel-Straße,unsicher,eines,,
02834,298,stadtteile,Überruhr-Hinsel,Ürrruhr-Hinsel,Überruhr-Hinsel,unsicher,eines,,
02835,298,namensgruppe,Flurname,Flurname,"Flurname, urspr.: Schultenkamp",automatisch,eines,,
02839,299,stadtteile,Altenessen-Nord,Altenessen-Nord,Altessen-Nord,automatisch,eines,,
02840,299,namensgruppe,"Person, Mann, Deutscher, Betriebsführer, Kruppscher Beamter, Siedlung","Person, Mann, Deutscher, Betriebsführer, Kruppscher Beamter, Siedlung","Person, Mann, Deutscher, Betriebsführer, Kruppsche(r) Beamter, Siedlung",automatisch,eines,,
02841,293,stadtteile,Altenessen-Nord,Altenessen-Nord,Altensessen-Nord,automatisch,eines,,
02850,300,stadtteile,Altenessen-Süd,Altenessen-Süd,Altencessen-Süd,automatisch,eines,,
02852,300,stadium_3_name,Potthälterpad,Pothälterpad,Potthälterpad,geprueft,eines,,
02853,300,lemma,Schwermannstraße,Schwerermannstraße,Schwermannstraße,automatisch,eines,,
02853,300,stadium_2_name,Schwermannstraße,Schwerermannstraße,Schwermannstraße,automatisch,eines,,
02857,301,lemma,Seibertzstraße,Seibertzstraße,Seibertsstraße,automatisch,eines,,
02857,301,stadium_1_name,Seibertzstraße,Seibertzstraße,Seibertsstraße,automatisch,eines,,
02857,301,stadium_2,,,1788-11-27 Johann Suitbert Seibertz,automatisch,eines,,
02857,301,stadium_3,,,1871-11-17 Arnsberg,automatisch,eines,,
02858,301,stadium_2,,,1848-12-09 Gabriel von Seidl (seit 1900 Ritter von Seidl),geprueft,eines,,
02858,301,stadium_3,,,1913-04-27 Bad Tölz,geprueft,eines,,
02859,301,stadium_2,,,1884-02-23 Hermann Seippel,automatisch,eines,,
02859,301,stadium_3,,,1937-04-19 Essen,automatisch,eines,,
02859,301,stadtteile,Bredeney,Bredeneey,Bredeney,automatisch,eines,,
02861,302,stadium_2,,,1850-02-09 Selmastraße (geb. Finkling),geprueft,eines,,
02861,302,stadium_3,,,1892-06-23 Selmastraße,geprueft,eines,,
02864,302,stadium_1,"(urspr., kein Datum) Jahnstraße","(urspr., kein Datum) Jahnstraße",1902-05-16 Serlostraße,automatisch,eines,,
02866,302,stadtteile,Ost-viertel,Ost-viertel,Ostviertel,automatisch,eines,,
02868,303,eintrag,Sevenarstraße,Sevenarstraße,,automatisch,eines,,
02869,303,eintrag,Severinstraße,Severinstraße,,automatisch,eines,,
02872,296,stadtteile,Freisenbruch,Freisenbruch,Friesenbruch,geprueft,eines,,
02874,304,namensgruppe,"Person, Mann, Deutscher, Erfinder, Ballonfahrer","Person, Mann, Deutscher, Erfinder, Ballonfahrer","Person, Mann",geprueft,eines,,
02874,304,stadium_1_name,Il,Ill. Siedlerweg,III. Siedlerweg,geprueft,eines,,
02878,303,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",urspr.: Johannisstraße (nicht normalisierbar),automatisch,eines,,
02878,303,stadium_1_name,Johannisstraße,Johannisstraße,Siemensstraße,automatisch,eines,,
02879,303,verweis_auf,Siepenstraße,Siepenstraße,,automatisch,eines,,
02882,304,lemma,Sigambrerweg,Sigambreweg,Sigambrerweg,automatisch,eines,,
02882,304,stadium_2_name,Sigambrerweg,Sigambreweg,Sigambrerweg,automatisch,eines,,
02885,304,namensgruppe,"Person, Frau, Deutsche, Sozialhelferin","Person, Frau, Deutsche, Sozialhelferin","Person, Frau",automatisch,eines,,
02886,304,namensgruppe,"Person, Mann, Deutscher, Jurist, Politiker","Person, Mann, Deutscher, Jurist, Politiker","Person, Mann",automatisch,eines,,
02892,304,namensgruppe,"Person, Mann, Deutscher, Kaufmann, Stadtverordneter, Ehrenbürger","Person, Mann, Deutscher, Kaufmann, Stadtverordneter, Ehrenbürger","Person, Mann",automatisch,eines,,
02893,305,eintrag,Soester Straße,Soester Straße,,automatisch,eines,,
02894,305,eintrag,Sollwiesenbusch,Sollwiesenbusch,,automatisch,eines,,
02895,305,eintrag,Sommerburgstraße,Sommerburgstraße,,automatisch,eines,,
02895,305,stadtteile,Margaretenhöhe,Margarethenhöhe,,automatisch,eines,,
02896,305,eintrag,Sonderfeld,Sonderfeld,,automatisch,eines,,
02898,305,lemma,Sonnenscheinsweg,Sonnenscheinweg,Sonnenscheinsweg,automatisch,eines,,
02898,305,stadium_1_name,Sonnenscheinsweg,Sonnenscheinweg,Sonnenscheinsweg,automatisch,eines,,
02901,305,lemma,Spakenbroich,Spakenbroich,Spackenbroich,automatisch,eines,,
02901,305,stadium_1_datum,1903-03-12,1903-03-12,1937-11-20,automatisch,eines,,
02901,305,stadium_1_name,Robertstraße,Robertstraße,Spackenbroich,automatisch,eines,,
02901,305,stadium_2,1937-11-20 Spakenbroich,1937-11-20 Spakenbroich,,automatisch,eines,,
02909,305,eintrag,Sonderwerkstraße,Sonderwerkstraße,,automatisch,eines,,
02910,307,stadtteile,Bergerhausen; Huttrop; Steele,Bergerhausen; Huttrop; Steele,Bergeborbeck; Huttrop; Steele,automatisch,eines,,
02912,307,lemma,Spindelgang,Spindengang,Spindelgang,automatisch,eines,,
02912,307,stadium_1_name,Spindelgang,Spindengang,Spindelgang,automatisch,eines,,
02912,307,stadium_2_name,Spindelgang (Verl.),Spindengang (Verl.),Spindelgang (Verl.),automatisch,eines,,
02913,308,namensgruppe,"Person, Mann, Deutscher, Historiker","Person, Mann, Deutscher, Historiker","Person, Mann",automatisch,eines,,
02914,308,stadtteile,Altenessen-Süd,Altenessen-Süd,Altessen-Süd,automatisch,eines,,
02915,308,stadtteile,Bergerhausen,Bergerhausen,Bergebausen,automatisch,eines,,
02917,309,namensgruppe,"Person, Frau, Deutsche, Siedlung","Person, Frau, Deutsche, Siedlung",,automatisch,eines,,
02917,309,stadium_1,1910-12-20 Springmannstraße,1910-12-20 Springmannstraße,1910-12-20 Beuststraße,automatisch,eines,,
02918,309,stadtteile,Altenessen-Nord,Altenessen-Nord,Altensen-Nord,automatisch,eines,,
02919,309,stadtteile,Altenessen-Süd,Altenessen-Süd,Altensen-Süd,automatisch,eines,,
02923,310,lemma,Staelsfeld,Staelshfeld,Staelsfeld,geprueft,eines,,
02923,310,stadium_2_name,Staelsfelder Straße,Staelshfelder Straße,Staelsfelder Straße,geprueft,eines,,
02923,310,stadium_3_name,Staelsfeld,Staelshfeld,Staelsfeld,geprueft,eines,,
02924,310,namensgruppe,Essener Geschichte und Örtlichkeit,Essener Geschichte und Örtlichkeit,"Essener Geschichte und Örtlichkeit, urspr.: Heilige-Geist-Straße",automatisch,eines,,
02924,310,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1903-06-29,automatisch,eines,,
02924,310,stadium_1_name,Heilige-Geist-Straße,Heilige-Geist-Straße,Kurze Straße,automatisch,eines,,
02924,310,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
02924,310,stadium_2,1903-06-29 Kurzestraße,1903-06-29 Kurze Straße,1928-02-27 Stahlstraße,automatisch,eines,,
02924,310,stadium_2_name,Kurzestraße,Kurze Straße,Stahlstraße,automatisch,eines,,
02926,310,namensgruppe,"Person, Mann, Deutscher, Bürgermeisten","Person, Mann, Deutscher, Bürgermeister","Person, Mann, Deutscher",automatisch,eines,,
