schl_nr,stadium,gueltig_ab,datum_praezision,name,ist_urspruenglich
00823,1,2006-11-28,tag,Auf der Ruhrhöhe,falsch
00223,1,1953-03-03,tag,Auf der Union,falsch
00224,1,1953-03-03,tag,Aufhau,falsch
00225,1,1953-03-03,tag,Auf'm Berg,falsch
00226,1,1931-12-11,tag,Auf'm Bögel,falsch
00227,1,1907-12-23,tag,Böndgenstraße,falsch
00227,2,1937-11-20,tag,Auf'm Böntchen,falsch
00228,1,1957-01-23,tag,Auf'm Bruch,falsch
00229,1,1931-02-12,tag,Auf'm Dörnchen,falsch
00230,1,1923-09-24,tag,Auf'm Gartenstück,falsch
00231,1,1922-06-02,tag,Auf'm Kahr,falsch
03557,1,1971-10-20,tag,Auf'm Keller,falsch
00232,1,1959-02-02,tag,Auf'm Kirchentand,falsch
00233,1,1953-07-31,tag,Auf'm Rolland,falsch
00234,1,1907-08-06,tag,Helmesberg,falsch
00234,2,1950-03-15,tag,Auf'm Steinacker,falsch
03553,1,1974-12-11,tag,Auf'm Stöcken,falsch
00235,1,1958-07-02,tag,Auf'm Uhlenbroich,falsch
00236,1,,unbekannt,Prozessionsweg,wahr
00236,2,1933-08-14,tag,Augenerstraße,falsch
00237,1,1922-06-02,tag,Augustaweg,falsch
01249,1,1922-02-09,tag,Heinestraße,falsch
01249,2,1934-06-05,tag,Schladebach,falsch
01249,3,1945-05-15,tag,Heinestraße,falsch
01249,4,1978-04-27,tag,August-Schmidt- Straße,falsch
03624,1,,unbekannt,Mintarder Straße,wahr
03624,2,1922-05-16,tag,August-Thyssen-Straße,falsch
00270,1,1897-01-22,tag,Baasstraße,falsch
03627,1,1884-12-17,tag,Bachstraße,falsch
00272,1,1896-12-13,tag,Hügelstraße,falsch
00272,2,1915-07-09,tag,Backwinkelstraße,falsch
00273,1,1903,jahr,Friedrichstraße,falsch
00273,2,1903,jahr,Sternstraße,falsch
00273,3,1934-06-05,tag,Baderweg,falsch
00274,1,1885-07-31,tag,Huyssenstraße,falsch
00274,2,1920-10-01,tag,Baedekerstraße,falsch
00275,1,1913-05-30,tag,Bärendelle,falsch
00276,1,1880,vor,Segerothstraße,falsch
00276,2,1915-07-09,tag,Bäuminghausstraße,falsch
00277,1,1877-03-19,tag,Bahnhofstraße,falsch
00278,1,1901-01-30,tag,Bahnstraße,falsch
00279,1,1954-07-15,tag,Bahrenbergring,falsch
00280,1,1907-08-06,tag,Baldeney,falsch
00514,1,1962-11-12,tag,Baltrumweg,falsch
00281,1,1898-05-18,tag,Kleine Hammerstraße,falsch
00281,2,1927-08-28,tag,Bamlerstraße,falsch
00281,3,2013-04-16,tag,Berthold-Beitz-Boulevard (tlw,falsch
00282,1,1914-10-09,tag,Bandelstraße,falsch
00283,1,1896-10-08,tag,Bandstraße,falsch
00283,2,1959-02-02,tag,Bandstraße (Verl.),falsch
00284,1,1903-12-18,tag,Barbarastraße,falsch
00284,2,1922-09-13,tag,Barbarakirchgang,falsch
00285,1,1894-05-09,tag,Barbarastaße,falsch
00286,1,1900,jahr,Marktplatz,falsch
00512,1,1965-12-02,tag,Barchemhöhe,falsch
00287,1,1910-09-16,tag,Bardelebenstraße,falsch
00967,1,2011-11-01,tag,Bargmannstraße,falsch
00289,1,1934-06-05,tag,Barkhorstrücken,falsch
00289,2,1951-07-04,tag,Barkhorstrücken (Verl),falsch
00290,1,1922-06-02,tag,Barkhofenallee,falsch
00290,2,1934-06-28,tag,Barkhovenallee,falsch
00524,1,1975-04-16,tag,Barkhovenhöhe,falsch
00288,1,1960-06-08,tag,Barnscheidstraße,falsch
00291,1,,unbekannt,Augustinusstraße,wahr
00291,2,1902-05-16,tag,Barthel-Bruyn- Straße,falsch
00292,1,1901-01-02,tag,Bartlingstraße,falsch
00293,1,,unbekannt,Am Hochbassin,wahr
00293,2,1868-01-17,tag,Bassinstraße,falsch
00294,1,1953-03-03,tag,Basunestraße,falsch
00295,1,1903-03-12,tag,Gerhardstraße,falsch
00295,2,1937-11-20,tag,Batenbrocker Straße,falsch
02046,1,2013-12-17,tag,Bauer-Knühl- Weg,falsch
03629,1,1875,vor,Bauerschaft (Nummerierungsbezirk),falsch
03629,2,1950-12-11,tag,Bauerschaft (Straßenname),falsch
00296,1,1907-08-06,tag,Schubertstraße,falsch
00296,2,1915-07-09,tag,Baumblüte,falsch
00521,1,1973-11-20,tag,Baumertweg,falsch
00300,1,1868-01-17,tag,Baumstraße,falsch
00301,1,1941-02-01,tag,Bausemshorst,falsch
00302,1,1896-10-08,tag,Baustraße,falsch
00303,1,1904-02-04,tag,Bauvereinstraße,falsch
00304,1,,unbekannt,Beckerskamp,wahr
00304,2,1969-01-15,tag,Beckerskamp (Vert.),falsch
00305,1,1907-08-06,tag,Helmesberg,falsch
00305,2,1951-12-05,tag,Beckhansweg,falsch
00306,1,1907-08-06,tag,Adelskamp,falsch
00306,2,1915-07-09,tag,Beckmannsbusch,falsch
00306,3,1970-02-24,tag,Beckmannsbusch (Verl.),falsch
00297,1,1965-06-03,tag,Beckmesserstraße,falsch
00307,1,1903-05-08,tag,Becksiepenstraße,falsch
00308,1,1900-04-10,tag,Koloniestraße,falsch
00308,2,1915-07-09,tag,Beckstädtstraße,falsch
00309,1,1939-05-26,tag,Beckstraße,falsch
00310,1,1905,jahr,Gustavstraße,falsch
00310,2,1934-06-05,tag,Beckumsfeld,falsch
00311,1,1899,jahr,Bedastraße,falsch
00312,1,1895-11-28,tag,Thalstraße,falsch
00312,2,1896-10-08,tag,Rohrstraße,falsch
00312,3,1915-07-09,tag,Bedingrader Straße,falsch
00313,1,1899,jahr,E-Straße,falsch
00313,2,1937-11-20,tag,Beekerwerth,falsch
00314,1,,unbekannt,Bismarckstraße,wahr
00314,2,1910-09-16,tag,Beekmannstraße,falsch
00315,1,,unbekannt,Gottfriedstraße,wahr
00315,2,1900-05-04,tag,Beethovenstraße,falsch
00315,3,1915-07-09,tag,Beethovenstraße (Verl),falsch
03631,1,1880,vor,Beetstraße,falsch
00298,1,1965-06-03,tag,Behaimring,falsch
00523,1,1974-12-11,tag,Beisemannshang,falsch
00318,1,1892-03-29,tag,Beisenstraße (tlw.),falsch
00318,2,1937-11-20,tag,Alfred- Schröer-Straße,falsch
00318,3,1945-05-15,tag,Beisenstraße (Verl),falsch
00319,1,1868-01-17,tag,Beiseweg,falsch
00320,1,1891-07-01,tag,Beisingstraße,falsch
00321,1,1901-03-01,tag,Belfortstraße,falsch
00322,1,1936-08-05,tag,Bellenbergsteig,falsch
00323,1,1910-09-16,tag,Bendemannstraße,falsch
00323,2,1938-10-21,tag,Hildebrandtstraße,falsch
00323,3,1945-05-15,tag,Bendemannstraße,falsch
00324,1,1900-11-13,tag,Mittelstraße,falsch
00324,2,1935-11-14,tag,Benderstraße,falsch
00515,1,1902-05-16,tag,Kruppstraße (tiw.),falsch
00515,2,1969-03-19,tag,Benno-Strauß-Straße,falsch
00325,1,1906-03-10,tag,Bentheimer Straße,falsch
00326,1,1929-07-24,tag,Rausenbergerstraße (tlw.),falsch
00326,2,1939-05-26,tag,Benzstraße,falsch
03632,1,1955-03-25,tag,Berchemer Weg,falsch
00327,1,1909-01-07,tag,An der Kluse (tiw.),falsch
00327,2,1915-07-09,tag,Markenweg,falsch
00327,3,1936-01-15,tag,Berenberger Mark,falsch
00328,1,1892-03-29,tag,Rosenstraße,falsch
00328,2,1892-03-29,tag,Viktoriastraße (tlw.),falsch
00328,3,1933-11-27,tag,Bergbaustraße,falsch
00328,4,1965-01-21,tag,Meerkamp (tlw.),falsch
00328,5,1973-11-20,tag,Bergbaustraße (Verl.),falsch
00328,6,1979-09-27,tag,Bergbaustraße (Verl.),falsch
00329,1,1927-08-25,tag,Bergebuschstraße,falsch
00330,1,1904-02-04,tag,Morsestraße,falsch
00330,2,1910-09-15,tag,Herwarthstraße,falsch
00330,3,1914-10-09,tag,Hellweg,falsch
00330,4,1935-11-14,tag,Bergerhauser Straße,falsch
00471,1,1974-12-11,tag,Berghausbusch,falsch
00458,1,1974-09-18,tag,Berghausweg,falsch
00331,1,1896-08-14,tag,Fallstraße (tiw.),falsch
00331,2,1937-11-20,tag,Bergheimer Steig,falsch
00509,1,1895-11-28,tag,Dornstraße,falsch
00509,2,1896-10-08,tag,Grafenweg,falsch
00509,3,1915-07-09,tag,Graffweg,falsch
00509,4,1937-11-20,tag,Ripshorster Straße (Verl),falsch
00509,5,1970-06-24,tag,Bergheimer Straße,falsch
00332,1,1922-06-02,tag,Bergische Landstraße,falsch
00333,1,1896-10-08,tag,Südstraße,falsch
00333,2,1915-07-09,tag,Bergkamp,falsch
00334,1,1890-11-18,tag,Ill,falsch
00334,2,1909-03-26,tag,Knappenstraße,falsch
00334,3,1937-11-20,tag,Bergknappenweg,falsch
00335,1,1949-12-22,tag,Bergmannsglück,falsch
00336,1,1891-04-30,tag,Hügelstraße,falsch
00336,2,1896-10-08,tag,Edelstraße,falsch
00336,3,1915-07-09,tag,Bergmühle,falsch
00337,1,1922-03-08,tag,Bergmühlenwehr,falsch
03633,1,1889-10-16,tag,Bergstraße,falsch
00339,1,1901,vor,Hubertstraße,falsch
00339,2,1935-11-14,tag,Berkenberg,falsch
00340,1,1894-08-07,tag,Zechenstraße,falsch
00340,2,1937-11-20,tag,Berkenhölzken,falsch
00532,1,1894-08-07,tag,Mühlenstraße,falsch
00532,2,1937-02-25,tag,Berkenkampmühle,falsch
00532,3,1979-07-06,tag,Berkenkampmühle (parallel verlaufende neue Straßenführung),falsch
00299,1,1964-03-18,tag,Berliner Platz,falsch
00342,1,1898,vor,Falkensteinstraße (tiw.),falsch
00342,2,1902-05-16,tag,Berliner Straße,falsch
00343,1,1866-04-06,tag,Bernestraße,falsch
00344,1,1922-06-02,tag,Bernhardstraße,falsch
00316,1,1967-05-03,tag,Bersonstraße,falsch
00345,1,1903-03-12,tag,Wörthstraße,falsch
00345,2,1934-06-05,tag,Berswortschanze,falsch
02766,1,1868-01-17,tag,Schillerstraße,falsch
02766,2,1978-04-07,tag,Bert-Brecht- Straße,falsch
00828,1,2007-05-15,tag,Berthold-Beitz-Boulevard,falsch
00828,2,2013-04-16,tag,Berthold-Beitz-Boulevard (Verl.),falsch
00346,1,1897-09-06,tag,Bertoldstraße,falsch
00347,1,1903-03-12,tag,Bertramstraße,falsch
00348,1,1901-12-13,tag,Frohnhauser Straße (tlw.),falsch
00348,2,1961-02-22,tag,Berzeliusstraße,falsch
00349,1,,unbekannt,Martinstraße,wahr
00349,2,1906-12-07,tag,Besselstraße,falsch
00350,1,1929-01-10,tag,Schraeplerstraße (tiw.),falsch
00350,2,1957-07-15,tag,Bessemerstraße,falsch
00352,1,1900,vor,Hofstraße,falsch
00352,2,1937-02-25,tag,Beulenhof,falsch
00353,1,1904,vor,Feldstraße,falsch
00353,2,1919-05-28,tag,Beulestraße,falsch
00353,3,1977-03-08,tag,Beulestraße (Verl.),falsch
00354,1,1868-01-17,tag,Beuststraße,falsch
00355,1,1901-10-20,tag,Viktoriastraße,falsch
00355,2,1937-11-20,tag,Bewerungestraße,falsch
00356,1,1920-10-01,tag,Beyweg,falsch
00357,1,1938-10-21,tag,Bieberweg,falsch
00358,1,1958-07-02,tag,Biegonstraße,falsch
00359,1,1897-08-30,tag,Eisenstraße,falsch
00359,2,1937-11-20,tag,Bielenhöhe,falsch
00360,1,1959-02-18,tag,Bienenweg,falsch
03639,1,1974-12-17,tag,Biesgenweg,falsch
00361,1,1924-09-17,tag,Billebrinkhöhe,falsch
00362,1,1910-09-16,tag,Billrothstraße,falsch
00363,1,1931-03-12,tag,Billsteinweg,falsch
00365,1,1904-02-04,tag,Bachstraße,falsch
00365,2,1910-09-16,tag,Birkenstraße,falsch
00366,1,1914-05-10,tag,Birkmannsweg,falsch
01647,1,1933-05-29,tag,Karl- Peters-Straße,falsch
01647,2,2003-06-14,tag,Bischof-Franz-Wolf-Straße,falsch
00367,1,1899-02-10,tag,Ackerstraße,falsch
00367,2,1900,vor,Bahnstraße,falsch
00367,3,1915-07-09,tag,Bischoffstraße,falsch
00368,1,1887,jahr,Bismarckplatz,falsch
00369,1,1887,jahr,Bismarckstraße,falsch
00370,1,1910,jahr,Siepenweg,falsch
00370,2,1937-11-20,tag,Bissenkamp,falsch
00511,1,1965-02-17,tag,Bläulingweg,falsch
00371,1,1937-11-20,tag,Kaisershofstraße,falsch
00371,2,1946-03-27,tag,Bleckerkamp,falsch
00372,1,1897-11-03,tag,Theodorstraße,falsch
00372,2,1937-11-20,tag,Blittersdorfweg,falsch
00373,1,1896-10-08,tag,Moorstraße,falsch
00373,2,1915-07-09,tag,Blitzstraße,falsch
00374,1,1922,jahr,Blockstraße,falsch
00374,2,1953-02-02,tag,Blockstraße (verl.),falsch
00375,1,1906-05-11,tag,Nürnberger Straße,falsch
00375,2,1916-02-18,tag,Blücherstraße,falsch
00376,1,1895-11-15,tag,Körnerstraße,falsch
00376,2,1902-05-27,tag,Blumenfeldstraße,falsch
00376,3,1934-06-05,tag,Herbert-Norkus-Straße rien (Umb.),falsch
00376,4,1945-05-15,tag,Blumenfeldstraße (Umb.),falsch
00377,1,1907-08-06,tag,Kampstraße,falsch
00377,2,1915-07-09,tag,Blumenkamp,falsch
00378,1,1900-05-04,tag,Blumenthalstraße,falsch
00379,1,,unbekannt,Bocholder Landstraße,wahr
00379,2,1891-04-30,tag,Hochstraße,falsch
00379,3,1915-07-09,tag,Bocholder Straße,falsch
00565,1,1890,jahr,Chausseestraße,falsch
00565,2,1909,jahr,Bahnhofstraße,falsch
00565,3,1926-05-19,tag,Bochumer Straße {tlw.),falsch
00380,1,1875,vor,Berliner Straße,falsch
00380,2,1890-11-18,tag,Chausseestraße,falsch
00380,3,1909-03-26,tag,Bahnhofstraße,falsch
00380,4,1926-05-19,tag,Bochumer Straße,falsch
00380,5,1936-01-15,tag,Bochumer Straße (Verl.),falsch
00380,6,1979-08-22,tag,Bochumer Straße (Verl.),falsch
00381,1,1920-10-01,tag,Bockmühlenweg,falsch
00382,1,1904-02-04,tag,Ludgerusstraße,falsch
00382,2,1910-09-16,tag,Bodelschwinghstraße,falsch
00383,1,1931-02-12,tag,Böcklinstraße,falsch
00384,1,1896-02-13,tag,Friedrichstraße,falsch
00384,2,1915-07-09,tag,Böhmerheide,falsch
00385,1,,unbekannt,Mariusstraße,wahr
00385,2,1902-05-16,tag,Böhmerstraße,falsch
00386,1,1954-07-15,tag,Bökensiepen,falsch
00387,1,,unbekannt,Bischoffstraße,wahr
00387,2,1915-07-09,tag,Boettgerstraße,falsch
00388,1,1922,jahr,Bogenstraße,falsch
00390,1,1903-02-04,tag,Kreuzstraße,falsch
00390,2,1910-09-16,tag,Willenbergstraße,falsch
00390,3,1937-02-25,tag,Bohrmühlental,falsch
00391,1,1922-03-08,tag,Bolckendyck,falsch
00392,1,1892-03-29,tag,Emscherstraße (tlw.),falsch
00392,2,1896-02-13,tag,Grenzstraße,falsch
00392,3,1915-07-09,tag,Am Bolsterbaum,falsch
00392,4,1934-01-12,tag,Bolsterbaum,falsch
00392,5,1934-01-12,tag,Bolsterbaum (Verl.),falsch
00393,1,1937-02-25,tag,Bongerbank,falsch
00520,1,1973-11-20,tag,Bonhoefferweg,falsch
03276,1,1986-05-13,tag,Bonifaciusring,falsch
00394,1,1894-05-09,tag,Bonifaciusstraße,falsch
00394,2,1894-08-07,tag,Hellweg,falsch
00394,3,1936-01-15,tag,Bonifaciusstraße (Verl.),falsch
00435,1,1892-03-29,tag,Katernberger Straße,falsch
00435,2,1924-04-02,tag,Bonnekampstraße (tlw.),falsch
00435,3,1966-12-14,tag,Bonnekamphöhe,falsch
00395,1,1892-03-29,tag,Katernberger Straße,falsch
00395,2,1924-04-02,tag,Bonnekampstraße,falsch
00395,3,1892-03-29,tag,Beisenstraße (tiw.),falsch
00395,4,1937-11-20,tag,Bonnekampstraße (Verl),falsch
00396,1,1891-04-30,tag,Mülheimer Straße,falsch
00396,2,1915-07-09,tag,Bonnemannstraße,falsch
00397,1,1903,jahr,Bonnenbergstraße,falsch
00398,1,1875,vor,Bonnscheidter Straße,falsch
02515,1,1989-05-18,tag,Bonsiepen,falsch
00399,1,1896-10-08,tag,Marktplatz,falsch
00399,2,1915-07-09,tag,Borbecker Platz,falsch
00400,1,1891-04-30,tag,Oberstraße (tlw.),falsch
00400,2,1915-07-09,tag,Borbecker Straße,falsch
00400,3,1977-11-11,tag,Borbecker Straße (Verl.),falsch
00401,1,1953-03-03,tag,Borgemeisterstraße,falsch
00513,1,1962-11-12,tag,Borkumstraße,falsch
00402,1,1934-11-12,tag,Bornickswiese,falsch
00403,1,1891-07-01,tag,Bornstraße,falsch
00404,1,1902-05-16,tag,Borsigstraße,falsch
00405,1,1903-03-12,tag,Querstraße,falsch
00405,2,1903-03-12,tag,Viktorstraße,falsch
00405,3,1937-11-20,tag,Boshamerweg,falsch
00406,1,1936-08-05,tag,Bosselberg,falsch
00407,1,1904-02-04,tag,Bottlenbergstraße,falsch
00407,2,1915-07-09,tag,Bottlenberg,falsch
00408,1,1868-07-06,tag,Segerothstraße,falsch
00408,2,1891-04-30,tag,Blechstraße,falsch
00408,3,1891-04-30,tag,Phönixstraße,falsch
00408,4,1895-11-28,tag,Bruchstraße,falsch
00408,5,1896-10-08,tag,Franzstraße,falsch
00408,6,1915-07-09,tag,Auf dem Bleek,falsch
00408,7,1915-07-09,tag,Haus-Horl- Straße,falsch
00408,8,1915-07-09,tag,Im Hesselbruch am 29. August 1927 zusammengefasst unter der gemeinsamen Bezeichn,falsch
00409,1,1900-11-13,tag,Lindenstraße,falsch
00409,2,1937-11-20,tag,Bovermanns Kamp,falsch
00410,1,,unbekannt,Marienberg,wahr
00410,2,1909,jahr,Bovermanns Weg,falsch
00411,1,1903-03-12,tag,Boyer Straße,falsch
00411,2,1906-05-11,tag,Bahnhofstraße,falsch
00411,3,1935-11-14,tag,Boyer Straße (Verl.),falsch
00412,1,1907-08-06,tag,Brachtstraße,falsch
00529,1,1979-03-16,tag,Brackmannhang,falsch
00425,1,1903-03-12,tag,Waldstraße,falsch
00425,2,1937-11-20,tag,Bräukerwald,falsch
00413,1,1906-12-07,tag,Brahmsstraße,falsch
00414,1,1938-10-21,tag,Brakeler Wald,falsch
00415,1,1936-01-15,tag,Brahmkamphof,falsch
00415,2,1938-10-21,tag,Bramkamphof,falsch
00416,1,1874,jahr,Brahmkampstraße,falsch
00416,2,1938-10-21,tag,Bramkampstraße,falsch
00518,1,1970-02-24,tag,Bramsfeld,falsch
00417,1,1900,vor,Breilmannstraße,falsch
00417,2,1902-05-16,tag,Brandenburger Straße,falsch
02050,1,2014-12-24,tag,Brandgassenstiege,falsch
00419,1,1920-11-30,tag,Brandstraße,falsch
00419,2,1936-11-14,tag,Brandhövel,falsch
00418,1,1953-03-03,tag,Brandhoffs Delle,falsch
00420,1,,unbekannt,Brandstorgasse,wahr
00420,2,,unbekannt,Josephsgasse,wahr
00420,3,1937-11-20,tag,Brandstorgasse (Verl),falsch
00421,1,1937-11-20,tag,Brandstorstraße,falsch
00422,1,,unbekannt,(16. Jh.): opme Brand,wahr
00422,2,1860,jahr,Brandstraße,falsch
00423,1,1897-09-06,tag,Clementinenstraße,falsch
00423,2,1936-08-05,tag,Brassertstraße,falsch
00424,1,1895-01-15,tag,Brauerstraße,falsch
00426,1,1921-09-26,tag,Girondellenstraße,falsch
00426,2,1937-02-25,tag,Braukloh,falsch
00427,1,1932,jahr,Waterfohrplatz (tlw.),falsch
00427,2,1937-11-20,tag,Braunsberg,falsch
00428,1,,unbekannt,Güntherstraße,wahr
00428,2,1902-05-16,tag,Braunschweiger Straße,falsch
00429,1,1896-10-08,tag,Ringstraße,falsch
00429,2,1937-11-20,tag,Brausewindhang,falsch
00430,1,,unbekannt,Marienberg (tlw.),wahr
00430,2,1938-10-21,tag,Breddebuschhang,falsch
00431,1,1937-11-20,tag,Breddemannweg,falsch
00432,1,1962-03-11,tag,Breddestraße,falsch
00516,1,1907-08-06,tag,Rellinghauser Straße,falsch
00516,2,1915-07-09,tag,Frankenstraße (tiw.),falsch
00516,3,1969-03-19,tag,Bredeneyer Kreuz,falsch
00433,1,1907-08-06,tag,Werdener Straße,falsch
00433,2,1907-08-06,tag,Essener Straße,falsch
00433,3,1915-07-09,tag,Bredeneyer Straße,falsch
00433,4,1933-07-13,tag,Hermann-Göring-Straße,falsch
00433,5,1945-06-18,tag,Bredeneyer Straße,falsch
00433,6,1934-01-12,tag,Im Löwental,falsch
00433,7,1968-11-21,tag,Bredeneyer Straße (Verl.),falsch
03636,1,1891,vor,Brederbachstraße,falsch
03635,1,1936,jahr,Brederscheid,falsch
00434,1,1900-05-04,tag,Bredowstraße,falsch
00436,1,1894,jahr,Altenhof,falsch
00436,2,1910-09-16,tag,Altenhof Il (tiw.),falsch
00436,3,1935-10-14,tag,Breidbachweg,falsch
00437,1,1902-05-16,tag,Breilsort,falsch
00438,1,1916-10-16,tag,Breilsrand,falsch
00439,1,1919-05-28,tag,Bruchstraße,falsch
00439,2,1935-11-14,tag,Breloher Steig,falsch
00440,1,1903,vor,Brembergstraße,falsch
00441,1,1922-06-02,tag,Bremerstraße,falsch
00442,1,1922-06-02,tag,Brenscheidtstraße,falsch
00443,1,1902-09-26,tag,Breslauer Straße,falsch
00444,1,1955-03-31,tag,Breukelfeld,falsch
00364,1,1977-03-11,tag,Breukelmannhang,falsch
00445,1,1896-08-14,tag,Hofstraße,falsch
00445,2,1937-11-20,tag,Breukelmannhof,falsch
00446,1,1884,vor,Neustraße,falsch
00446,2,1919-04-01,tag,Poststraße,falsch
00446,3,1937-11-20,tag,Briefzeile,falsch
00447,1,1897-09-06,tag,Barbarastraße,falsch
00447,2,1906-01-26,tag,Brigittastraße,falsch
00448,1,1890-11-18,tag,Brinkerplatz,falsch
02524,1,1990-08-07,tag,Brinkmannsbusch,falsch
00449,1,1959-02-02,tag,Brinkmannstraße,falsch
00450,1,1895-11-28,tag,Brinkstraße,falsch
00452,1,1903-11-27,tag,Friedhofstraße,falsch
00452,2,1915-07-09,tag,Brockhoffstraße,falsch
00453,1,,unbekannt,St.- Anna-Straße,wahr
00453,2,1910-09-16,tag,Saalestraße,falsch
00453,3,1937-11-20,tag,Bröhmkenweg,falsch
00454,1,1957-07-15,tag,Brökelwende,falsch
00455,1,1922-06-02,tag,Brosweg,falsch
00456,1,1951-07-04,tag,Bruchland,falsch
00457,1,1892-03-29,tag,Bruchstraße,falsch
00459,1,1923-07-06,tag,Brucker Holt,falsch
00508,1,1968-11-21,tag,Bruckmannstraße,falsch
00461,1,1822,vor,Ruhrstraße,falsch
00461,2,1937-11-20,tag,Brückstraße,falsch
00462,1,1959-02-02,tag,Brüggemannstraße,falsch
03288,1,1987-12-09,tag,Brüggeweg,falsch
00463,1,1901-01-21,tag,Wilhelmstraße,falsch
00463,2,1903-05-11,tag,Brüningstraße,falsch
00463,3,1920-09-19,tag,Alfredstraße,falsch
00463,4,1936-01-15,tag,Brüninghofer Weg,falsch
00463,5,1936-01-15,tag,Brüninghofer Weg (Verl),falsch
00464,1,1892-07-08,tag,Brüningstraße,falsch
00836,1,2001-05-08,tag,Brüsseler Straße,falsch
00836,2,2008-08-26,tag,Brüsseler Platz,falsch
00460,1,1966-12-14,tag,Bruktererhang,falsch
00466,1,1891-07-01,tag,Brunnenstraße,falsch
00466,2,1933-05-08,tag,Mackensenstraße,falsch
00466,3,1945-06-18,tag,Brunnenstraße,falsch
00467,1,,unbekannt,Brunnenstraße,wahr
00467,2,1946-05-22,tag,Brunnensiepen,falsch
00468,1,1897-09-06,tag,Brunostraße,falsch
00469,1,1929-07-29,tag,August-Brust-Straße,falsch
00469,2,1934-06-05,tag,Spillheide,falsch
00469,3,1945-05-15,tag,Bruststraße,falsch
00470,1,1921,jahr,Buchenkamp,falsch
00472,1,1913-05-30,tag,Buddestraße,falsch
00473,1,,unbekannt,Ludwigstraße,wahr
00473,2,1937-11-20,tag,Buderusstraße,falsch
00474,1,1909-01-25,tag,Humboldtstraße,falsch
00474,2,1909-01-25,tag,Kantstraße,falsch
00474,3,1937-11-20,tag,Büchelsloh,falsch
00474,4,1978-04-07,tag,Büchelsloh (Verl.),falsch
00475,1,1933-08-14,tag,Bückerheide,falsch
00476,1,1916-10-16,tag,Bückmannshof,falsch
00477,1,1951-12-05,tag,Bückmannsmühle,falsch
00478,1,1915,vor,Drosselstraße,falsch
00478,2,1936-01-15,tag,Bühne,falsch
00479,1,1898-03-11,tag,Bülowstraße,falsch
00480,1,,unbekannt,Beckstraße,wahr
00480,2,1915-07-09,tag,Bülsebeckstraße,falsch
00534,1,1979-10-26,tag,Bürgermeister-Fiedler-Platz,falsch
00481,1,1896-02-13,tag,Kleine Straße,falsch
00481,2,1915-07-09,tag,Bürgerstraße,falsch
00482,1,1938-10-21,tag,Büringweg,falsch
00483,1,1957-01-23,tag,Bürkenweg,falsch
00485,1,1959-09-08,tag,Büschenweg,falsch
00484,1,,unbekannt,Weyerstraße,wahr
00484,2,1913-04-04,tag,Büscherstraße,falsch
00486,1,1926-05-19,tag,Büssemstraße,falsch
00487,1,1894,jahr,Altenhof,falsch
00487,2,1910-09-16,tag,Altenhof Il (tiw.),falsch
00487,3,1935-10-14,tag,Büttnerstraße,falsch
00488,1,,unbekannt,Bützgenweg,wahr
00489,1,,unbekannt,Mühlenstraße,wahr
00489,2,1937-11-20,tag,Buikersteig,falsch
00490,1,,unbekannt,Zechenstraße,wahr
00490,2,1935-11-14,tag,Bullmannaue,falsch
00491,1,1501,jahrhundert,Bungertstraße,falsch
00492,1,,unbekannt,Philippstraße,wahr
00492,2,1902-05-16,tag,Bunsenstraße,falsch
00493,1,,unbekannt,Seydtlitzstraße,wahr
00493,2,1902-05-16,tag,Burckhardtstraße,falsch
00494,1,1868-01-17,tag,Burgfeldstraße,falsch
00495,1,1896-03-11,tag,Burggrafenstraße,falsch
00496,1,1860,jahr,Burgplatz,falsch
00496,2,1933-04-20,tag,Adolf-Hitler-Platz,falsch
00496,3,1945-05-15,tag,Burgplatz,falsch
00519,1,1911-06-16,tag,Dahl- Burgstraße - Burg Altendorf hauser Straße,falsch
00519,2,1970-12-16,tag,Burgstraße,falsch
00497,1,1938-10-21,tag,Im Geld,falsch
00497,2,1957-01-23,tag,Burgundenweg,falsch
00498,1,1928,jahr,Fichtestraße,falsch
00498,2,1937-11-20,tag,Burhofer Brauk,falsch
00499,1,1938-10-21,tag,Buschfeldweg,falsch
00500,1,1909-02-05,tag,Buschhauser Straße,falsch
00501,1,1912,vor,Buschkampstraße,falsch
00502,1,1938-10-21,tag,I. Buschlandweg,falsch
00503,1,1938-10-21,tag,Il,falsch
00504,1,1912,jahr,Buschstraße,falsch
00505,1,1907-09-27,tag,Dunckerstraße,falsch
